Date,Price
2017-11-21,11.52
2017-11-22,11.27
2017-11-23,11.28
2017-11-24,11.05
2017-11-25,11.46
2017-11-26,14.59
2017-11-27,15.37
2017-11-28,13.85
2017-11-29,13.71
2017-11-30,14.4
2017-12-01,15.14
2017-12-02,15.19
2017-12-03,18.33
2017-12-04,17.4
2017-12-05,11.72
2017-12-06,11.7
2017-12-07,13.95
2017-12-08,14.49
2017-12-09,16.17
2017-12-10,14.41
2017-12-11,23.08
2017-12-12,25.66
2017-12-13,20.88
2017-12-14,20.3
2017-12-15,22.02
2017-12-16,111.49
2017-12-17,99.69
2017-12-18,71.96
2017-12-19,75.46
2017-12-20,62.22
2017-12-21,55.87
2017-12-22,47.44
2017-12-23,50.37
2017-12-24,47.71
2017-12-25,48.65
2017-12-26,49.09
2017-12-27,69.5
2017-12-28,47.6
2017-12-29,37.82
2017-12-30,30.76
2017-12-31,34.79
2018-01-01,28.71
2018-01-02,29.78
2018-01-03,31.64
2018-01-04,32.75
2018-01-05,34.33
2018-01-06,53.42
2018-01-07,57.63
2018-01-08,58.97
2018-01-09,76.3
2018-01-10,91.96
2018-01-11,119.92
2018-01-12,141.35
2018-01-13,264.7
2018-01-14,130.34
2018-01-15,154.01
2018-01-16,132.53
2018-01-17,67.24
2018-01-18,89.3
2018-01-19,96.07
2018-01-20,116.24
2018-01-21,123.96
2018-01-22,136.32
2018-01-23,115.87
2018-01-24,143.15
2018-01-25,128.71
2018-01-26,115.87
2018-01-27,123.17
2018-01-28,123.16
2018-01-29,119.33
2018-01-30,104.71
2018-01-31,96.36
2018-02-01,89.1
2018-02-02,72.16
2018-02-03,85.33
2018-02-04,98.87
2018-02-05,75.53
2018-02-06,58.78
2018-02-07,62.08
2018-02-08,43.71
2018-02-09,43.0
2018-02-10,65.26
2018-02-11,63.36
2018-02-12,63.73
2018-02-13,115.03
2018-02-14,61.18
2018-02-15,85.44
2018-02-16,83.99
2018-02-17,84.18
2018-02-18,85.38
2018-02-19,63.27
2018-02-20,80.11
2018-02-21,57.37
2018-02-22,73.71
2018-02-23,80.31
2018-02-24,60.51
2018-02-25,62.03
2018-02-26,62.11
2018-02-27,76.77
2018-02-28,57.41
2018-03-01,51.19
2018-03-02,52.42
2018-03-03,60.49
2018-03-04,55.76
2018-03-05,57.48
2018-03-06,53.58
2018-03-07,48.26
2018-03-08,47.65
2018-03-09,44.34
2018-03-10,48.37
2018-03-11,45.65
2018-03-12,47.3
2018-03-13,67.32
2018-03-14,55.1
2018-03-15,38.19
2018-03-16,38.07
2018-03-17,53.97
2018-03-18,47.73
2018-03-19,34.17
2018-03-20,36.67
2018-03-21,42.01
2018-03-22,38.22
2018-03-23,39.01
2018-03-24,40.05
2018-03-25,33.75
2018-03-26,33.66
2018-03-27,31.14
2018-03-28,35.66
2018-03-29,33.17
2018-03-30,28.36
2018-03-31,33.4
2018-04-02,30.98
2018-04-03,30.91
2018-04-04,32.94
2018-04-05,32.2
2018-04-06,31.84
2018-04-07,33.08
2018-04-08,32.11
2018-04-09,32.38
2018-04-10,31.04
2018-04-11,33.65
2018-04-12,33.1
2018-04-13,39.54
2018-04-14,40.22
2018-04-15,37.44
2018-04-16,45.19
2018-04-17,35.79
2018-04-18,53.91
2018-04-19,56.22
2018-04-20,38.45
2018-04-21,42.04
2018-04-22,57.65
2018-04-23,48.01
2018-04-24,22.03
2018-04-25,52.4
2018-04-26,39.4
2018-04-27,22.44
2018-04-28,53.41
2018-04-29,23.51
2018-04-30,54.43
2018-05-01,52.35
2018-05-02,41.09
2018-05-03,18.06
2018-05-04,34.73
2018-05-05,41.63
2018-05-06,39.81
2018-05-07,35.84
2018-05-08,35.76
2018-05-09,35.22
2018-05-10,25.71
2018-05-11,23.85
2018-05-12,29.72
2018-05-13,29.44
2018-05-14,30.95
2018-05-15,29.97
2018-05-16,29.05
2018-05-17,28.92
2018-05-18,28.05
2018-05-19,28.83
2018-05-20,28.86
2018-05-21,29.37
2018-05-22,28.23
2018-05-23,26.24
2018-05-24,25.55
2018-05-25,27.24
